"Date_evenement","Zone","Communes_a_envoi_dematerialise_Deces2020","Total_deces_2020","Communes_a_envoi_dematerialise_Deces2019","Total_deces_2019","Communes_a_envoi_dematerialise_Deces2018","Total_deces_2018"
"17/04/2020","Dept_2A",224,251,169,191,160,196
"18/04/2020","Dept_2A",233,260,174,196,164,200
"19/04/2020","Dept_2A",238,265,176,199,166,202
"20/04/2020","Dept_2A",245,272,177,200,166,202
"21/04/2020","Dept_2A",249,276,180,203,168,206
"22/04/2020","Dept_2A",249,276,184,207,172,210
"23/04/2020","Dept_2A",249,276,190,213,175,213
"24/04/2020","Dept_2A",252,279,192,215,180,218
"25/04/2020","Dept_2A",253,280,193,217,184,222
"26/04/2020","Dept_2A",255,282,195,224,186,224
"27/04/2020","Dept_2A",255,282,198,228,189,227
"01/03/2020","Dept_2B",2,2,5,5,4,5
"02/03/2020","Dept_2B",4,4,13,13,11,12
"03/03/2020","Dept_2B",10,11,16,18,20,22
"04/03/2020","Dept_2B",17,19,19,23,28,31
"05/03/2020","Dept_2B",23,25,27,32,36,40
"06/03/2020","Dept_2B",31,33,30,37,42,47
"07/03/2020","Dept_2B",36,38,33,41,44,49
"08/03/2020","Dept_2B",42,45,34,42,46,51
"09/03/2020","Dept_2B",44,47,39,47,50,57
"10/03/2020","Dept_2B",51,55,43,52,54,61
"11/03/2020","Dept_2B",54,58,52,61,60,67
"12/03/2020","Dept_2B",57,62,57,66,62,69
"13/03/2020","Dept_2B",64,69,61,70,67,74
"14/03/2020","Dept_2B",66,72,65,75,74,82
"15/03/2020","Dept_2B",70,76,68,80,79,87
"16/03/2020","Dept_2B",75,81,71,83,80,88
"17/03/2020","Dept_2B",78,84,76,88,84,94
"18/03/2020","Dept_2B",81,87,80,92,85,95
"19/03/2020","Dept_2B",84,90,84,97,87,97
"20/03/2020","Dept_2B",86,92,91,104,94,106
"21/03/2020","Dept_2B",90,96,93,107,103,115
"22/03/2020","Dept_2B",94,100,95,109,104,116
"23/03/2020","Dept_2B",97,103,103,119,107,120
"24/03/2020","Dept_2B",99,105,107,123,112,125
"25/03/2020","Dept_2B",102,109,113,129,114,127
"26/03/2020","Dept_2B",107,114,118,136,117,132
"27/03/2020","Dept_2B",111,118,123,141,120,135
"28/03/2020","Dept_2B",119,128,126,144,122,138
"29/03/2020","Dept_2B",124,133,129,149,129,145
"30/03/2020","Dept_2B",125,135,133,153,133,149
"31/03/2020","Dept_2B",131,142,133,154,135,152
"01/04/2020","Dept_2B",134,147,133,154,141,159
"02/04/2020","Dept_2B",136,150,136,157,146,165
"03/04/2020","Dept_2B",139,154,140,161,148,168
"04/04/2020","Dept_2B",142,157,144,166,152,172
"05/04/2020","Dept_2B",148,163,151,174,156,176
"06/04/2020","Dept_2B",151,167,153,176,160,180
"07/04/2020","Dept_2B",151,168,157,180,163,184
"08/04/2020","Dept_2B",155,173,162,185,167,190
"09/04/2020","Dept_2B",159,177,167,191,171,195
"10/04/2020","Dept_2B",162,181,174,198,176,201
"11/04/2020","Dept_2B",167,187,178,204,179,205
"12/04/2020","Dept_2B",168,188,181,208,185,213
"13/04/2020","Dept_2B",169,190,182,209,187,215
"14/04/2020","Dept_2B",171,193,184,211,188,219
"15/04/2020","Dept_2B",179,201,190,217,192,223
"16/04/2020","Dept_2B",182,204,196,223,193,224
"17/04/2020","Dept_2B",185,207,203,230,199,231
"18/04/2020","Dept_2B",187,209,207,234,202,234
"19/04/2020","Dept_2B",190,212,215,242,206,238
"20/04/2020","Dept_2B",195,217,221,249,210,243
"21/04/2020","Dept_2B",197,220,225,253,212,245
"22/04/2020","Dept_2B",200,223,229,258,215,248
"23/04/2020","Dept_2B",203,226,233,263,222,255
"24/04/2020","Dept_2B",203,226,243,273,228,261
"25/04/2020","Dept_2B",206,229,243,274,230,263
"26/04/2020","Dept_2B",209,232,246,278,236,269
"27/04/2020","Dept_2B",211,234,249,281,240,273
"01/03/2020","Dept_30",29,29,18,18,35,36
"02/03/2020","Dept_30",47,49,40,40,60,61
"03/03/2020","Dept_30",58,60,55,55,76,78
"04/03/2020","Dept_30",77,80,76,77,95,98
"05/03/2020","Dept_30",99,103,102,104,121,124
"06/03/2020","Dept_30",117,122,125,127,142,146
"07/03/2020","Dept_30",136,141,152,154,161,167
"08/03/2020","Dept_30",158,165,170,173,179,186
"09/03/2020","Dept_30",185,192,180,185,209,218
"10/03/2020","Dept_30",194,201,189,194,229,240
"11/03/2020","Dept_30",210,218,210,215,250,264
"12/03/2020","Dept_30",235,243,226,233,268,284
"13/03/2020","Dept_30",252,261,241,250,285,303
"14/03/2020","Dept_30",262,272,252,261,305,324
"15/03/2020","Dept_30",280,291,271,280,324,343
"16/03/2020","Dept_30",304,317,289,300,334,354
"17/03/2020","Dept_30",323,337,308,320,355,376
"18/03/2020","Dept_30",344,359,322,334,371,394
"19/03/2020","Dept_30",363,379,331,345,391,416
"20/03/2020","Dept_30",393,410,337,354,407,432
"21/03/2020","Dept_30",419,436,363,380,422,448
"22/03/2020","Dept_30",435,452,377,396,449,475
"23/03/2020","Dept_30",458,476,399,419,466,493
"24/03/2020","Dept_30",483,502,423,443,490,517
"25/03/2020","Dept_30",507,526,440,461,505,533
"26/03/2020","Dept_30",530,551,459,483,524,553
"27/03/2020","Dept_30",548,572,473,498,544,575
"28/03/2020","Dept_30",568,592,492,519,568,599
"29/03/2020","Dept_30",594,620,506,534,588,620
"30/03/2020","Dept_30",620,646,530,559,611,645
"31/03/2020","Dept_30",633,661,546,576,629,664
"01/04/2020","Dept_30",654,685,567,598,644,679
"02/04/2020","Dept_30",672,703,590,621,664,699
"03/04/2020","Dept_30",693,725,611,642,684,719
"04/04/2020","Dept_30",720,753,632,663,704,740
"05/04/2020","Dept_30",740,773,651,683,717,756
"06/04/2020","Dept_30",756,790,670,703,736,777
"07/04/2020","Dept_30",772,809,690,723,752,795
"08/04/2020","Dept_30",790,827,711,747,775,819
"09/04/2020","Dept_30",804,842,730,769,790,835
"10/04/2020","Dept_30",818,856,744,784,813,860
"11/04/2020","Dept_30",841,881,763,805,828,877
"12/04/2020","Dept_30",858,901,787,829,854,904
"13/04/2020","Dept_30",877,920,801,844,871,923
"14/04/2020","Dept_30",900,944,810,855,882,935
"15/04/2020","Dept_30",919,964,824,869,905,959
"16/04/2020","Dept_30",936,981,843,888,925,979
"17/04/2020","Dept_30",956,1002,850,898,945,1000
"18/04/2020","Dept_30",970,1017,862,913,965,1020
"19/04/2020","Dept_30",986,1034,878,930,985,1041
"20/04/2020","Dept_30",1009,1058,891,943,1001,1057
"21/04/2020","Dept_30",1026,1076,911,966,1017,1076
"22/04/2020","Dept_30",1042,1093,927,983,1040,1099
"23/04/2020","Dept_30",1061,1114,947,1003,1054,1113
"24/04/2020","Dept_30",1071,1125,969,1026,1067,1127
"25/04/2020","Dept_30",1079,1134,985,1042,1083,1144
"26/04/2020","Dept_30",1087,1144,1002,1061,1096,1159
"27/04/2020","Dept_30",1098,1155,1020,1081,1125,1189
"01/03/2020","Dept_31",21,26,32,38,39,41
"02/03/2020","Dept_31",57,65,66,74,74,84
"03/03/2020","Dept_31",94,106,86,95,101,113
"04/03/2020","Dept_31",132,148,127,141,143,156
"05/03/2020","Dept_31",159,179,167,184,186,204
"06/03/2020","Dept_31",193,216,204,223,216,238
"07/03/2020","Dept_31",221,246,226,249,242,265
"08/03/2020","Dept_31",247,279,248,273,281,311
"09/03/2020","Dept_31",270,303,276,303,317,350
"10/03/2020","Dept_31",303,337,308,340,360,394
"11/03/2020","Dept_31",345,381,333,366,385,420
"12/03/2020","Dept_31",363,401,360,394,414,452
"13/03/2020","Dept_31",394,434,393,429,440,485
"14/03/2020","Dept_31",413,457,425,465,476,522
"15/03/2020","Dept_31",447,493,446,487,517,563
"16/03/2020","Dept_31",480,529,478,523,546,592
"17/03/2020","Dept_31",501,556,503,551,577,627
"18/03/2020","Dept_31",530,590,534,585,610,664
"19/03/2020","Dept_31",563,624,558,611,632,689
"20/03/2020","Dept_31",590,652,583,637,660,719
"21/03/2020","Dept_31",612,675,609,663,690,752
"22/03/2020","Dept_31",639,706,631,691,731,796
"23/03/2020","Dept_31",654,724,659,722,754,822
"24/03/2020","Dept_31",686,757,686,752,783,855
"25/03/2020","Dept_31",707,779,720,789,812,888
"26/03/2020","Dept_31",738,812,748,818,846,924
"27/03/2020","Dept_31",772,849,773,846,875,954
"28/03/2020","Dept_31",806,884,805,879,904,989
"29/03/2020","Dept_31",828,908,835,910,940,1029
"30/03/2020","Dept_31",853,937,859,939,965,1058
"31/03/2020","Dept_31",878,966,888,972,992,1086
"01/04/2020","Dept_31",909,998,923,1008,1014,1115
"02/04/2020","Dept_31",942,1033,960,1045,1049,1153
"03/04/2020","Dept_31",961,1054,986,1071,1084,1194
"04/04/2020","Dept_31",992,1085,1012,1101,1114,1226
"05/04/2020","Dept_31",1021,1117,1032,1126,1146,1263
"06/04/2020","Dept_31",1051,1148,1053,1148,1174,1296
"07/04/2020","Dept_31",1079,1177,1077,1174,1197,1321
"08/04/2020","Dept_31",1110,1209,1106,1205,1222,1348
"09/04/2020","Dept_31",1146,1246,1132,1234,1243,1371
"10/04/2020","Dept_31",1181,1283,1150,1253,1274,1403
"11/04/2020","Dept_31",1202,1305,1178,1284,1302,1433
"12/04/2020","Dept_31",1237,1343,1196,1305,1326,1460
"13/04/2020","Dept_31",1270,1377,1219,1330,1357,1496
"14/04/2020","Dept_31",1296,1405,1242,1354,1387,1526
"15/04/2020","Dept_31",1320,1432,1263,1380,1424,1566
"16/04/2020","Dept_31",1344,1459,1294,1413,1457,1602
"17/04/2020","Dept_31",1377,1492,1324,1444,1479,1625
"18/04/2020","Dept_31",1408,1525,1357,1481,1513,1661
"19/04/2020","Dept_31",1436,1556,1386,1513,1533,1684
"20/04/2020","Dept_31",1456,1577,1411,1539,1555,1708
"21/04/2020","Dept_31",1490,1612,1434,1565,1585,1741
"22/04/2020","Dept_31",1519,1643,1459,1593,1605,1761
"23/04/2020","Dept_31",1543,1668,1488,1626,1624,1783
"24/04/2020","Dept_31",1568,1695,1519,1657,1653,1814
"25/04/2020","Dept_31",1598,1725,1542,1681,1685,1849
"26/04/2020","Dept_31",1615,1743,1567,1708,1702,1868
"27/04/2020","Dept_31",1637,1765,1597,1739,1735,1902
"01/03/2020","Dept_32",4,7,5,7,7,10
"02/03/2020","Dept_32",11,15,11,14,13,17
"03/03/2020","Dept_32",15,20,16,20,18,24
"04/03/2020","Dept_32",18,25,25,31,25,33
"05/03/2020","Dept_32",21,30,28,36,29,40
"06/03/2020","Dept_32",26,36,33,42,38,50
"07/03/2020","Dept_32",28,39,39,51,43,60
"08/03/2020","Dept_32",31,44,43,60,47,65
"09/03/2020","Dept_32",38,51,45,62,53,71
"10/03/2020","Dept_32",45,61,47,65,58,76
"11/03/2020","Dept_32",51,68,54,76,61,79
"12/03/2020","Dept_32",54,72,60,86,66,84
"13/03/2020","Dept_32",57,79,62,91,70,89
"14/03/2020","Dept_32",62,84,65,95,73,94
"15/03/2020","Dept_32",64,87,73,107,79,105
"16/03/2020","Dept_32",66,91,82,122,89,116
"17/03/2020","Dept_32",70,95,86,130,92,120
"18/03/2020","Dept_32",74,102,91,137,100,130
"19/03/2020","Dept_32",81,112,98,145,104,137
"20/03/2020","Dept_32",84,115,103,151,107,144
"21/03/2020","Dept_32",91,124,105,155,110,149
"22/03/2020","Dept_32",98,132,107,158,117,160
"23/03/2020","Dept_32",101,139,109,160,122,166
"24/03/2020","Dept_32",104,143,112,165,130,175
"25/03/2020","Dept_32",111,150,118,172,134,180
"26/03/2020","Dept_32",118,159,123,178,141,187
"27/03/2020","Dept_32",122,166,125,184,148,198
"28/03/2020","Dept_32",130,177,131,192,153,204
"29/03/2020","Dept_32",140,188,136,198,158,211
"30/03/2020","Dept_32",147,196,138,200,163,217
"31/03/2020","Dept_32",151,200,141,203,168,224
"01/04/2020","Dept_32",163,212,146,208,171,230
"02/04/2020","Dept_32",171,223,150,213,174,234
"03/04/2020","Dept_32",175,228,158,223,176,239
"04/04/2020","Dept_32",182,236,162,229,179,242
"05/04/2020","Dept_32",189,243,171,241,183,247
"06/04/2020","Dept_32",192,246,176,246,189,256
"07/04/2020","Dept_32",195,249,182,252,192,260
"08/04/2020","Dept_32",199,256,186,258,195,264
"09/04/2020","Dept_32",206,265,192,266,202,273
"10/04/2020","Dept_32",212,272,198,273,209,280
"11/04/2020","Dept_32",218,279,203,279,213,287
"12/04/2020","Dept_32",218,280,209,286,218,294
"13/04/2020","Dept_32",225,287,215,292,221,298
"14/04/2020","Dept_32",228,292,220,300,223,300
"15/04/2020","Dept_32",234,300,222,304,229,308
"16/04/2020","Dept_32",241,308,228,312,235,315
"17/04/2020","Dept_32",248,315,234,320,240,322
"18/04/2020","Dept_32",254,323,237,324,244,331
"19/04/2020","Dept_32",258,328,241,329,248,335
"20/04/2020","Dept_32",268,338,246,334,250,339
"21/04/2020","Dept_32",274,347,252,342,252,342
"22/04/2020","Dept_32",278,355,254,345,253,344
"23/04/2020","Dept_32",281,358,259,350,260,354
"24/04/2020","Dept_32",284,361,266,359,264,360
"25/04/2020","Dept_32",291,369,269,363,270,366
"26/04/2020","Dept_32",296,374,273,368,274,370
"27/04/2020","Dept_32",300,381,276,375,279,377
"01/03/2020","Dept_33",44,46,40,43,49,53
"02/03/2020","Dept_33",88,94,82,88,95,107
"03/03/2020","Dept_33",128,134,135,146,144,158
"04/03/2020","Dept_33",154,163,171,185,178,197
"05/03/2020","Dept_33",184,197,216,234,231,259
"06/03/2020","Dept_33",213,230,263,286,275,306
"07/03/2020","Dept_33",259,278,307,336,314,345
"08/03/2020","Dept_33",296,315,352,385,363,400
"09/03/2020","Dept_33",347,368,393,431,422,461
"10/03/2020","Dept_33",385,409,438,480,479,522
"11/03/2020","Dept_33",435,464,468,515,511,559
"12/03/2020","Dept_33",474,505,504,552,555,605
"13/03/2020","Dept_33",519,552,533,586,597,650
"14/03/2020","Dept_33",563,597,566,622,639,696
"15/03/2020","Dept_33",595,632,604,663,673,732
"16/03/2020","Dept_33",655,695,641,701,729,796
"17/03/2020","Dept_33",701,743,665,728,753,820
"18/03/2020","Dept_33",730,775,712,778,794,863
"19/03/2020","Dept_33",772,820,752,821,821,893
"20/03/2020","Dept_33",815,867,786,858,875,957
"21/03/2020","Dept_33",850,906,833,914,921,1004
"22/03/2020","Dept_33",884,942,875,961,960,1044
"23/03/2020","Dept_33",916,974,907,996,1008,1096
"24/03/2020","Dept_33",953,1015,935,1025,1067,1157
"25/03/2020","Dept_33",991,1057,971,1065,1110,1204
"26/03/2020","Dept_33",1046,1114,998,1096,1150,1247
"27/03/2020","Dept_33",1084,1156,1047,1150,1189,1288
"28/03/2020","Dept_33",1118,1193,1084,1192,1218,1320
"29/03/2020","Dept_33",1151,1230,1122,1233,1250,1355
"30/03/2020","Dept_33",1191,1275,1157,1270,1296,1406
"31/03/2020","Dept_33",1233,1322,1199,1314,1332,1445
"01/04/2020","Dept_33",1268,1360,1242,1361,1366,1484
"02/04/2020","Dept_33",1306,1401,1272,1397,1402,1527
"03/04/2020","Dept_33",1354,1450,1320,1446,1452,1581
"04/04/2020","Dept_33",1391,1489,1354,1480,1487,1619
"05/04/2020","Dept_33",1433,1533,1387,1516,1518,1656
"06/04/2020","Dept_33",1467,1572,1422,1556,1562,1702
"07/04/2020","Dept_33",1503,1610,1464,1600,1596,1741
"08/04/2020","Dept_33",1548,1658,1500,1640,1638,1790
"09/04/2020","Dept_33",1585,1695,1526,1667,1674,1826
"10/04/2020","Dept_33",1618,1731,1568,1711,1716,1871
"11/04/2020","Dept_33",1653,1769,1604,1753,1753,1909
"12/04/2020","Dept_33",1686,1806,1649,1806,1790,1950
"13/04/2020","Dept_33",1725,1850,1671,1830,1829,1996
"14/04/2020","Dept_33",1756,1888,1711,1876,1865,2034
"15/04/2020","Dept_33",1791,1925,1756,1923,1902,2078
"16/04/2020","Dept_33",1818,1955,1784,1956,1947,2125
"17/04/2020","Dept_33",1864,2005,1823,1998,1973,2155
"18/04/2020","Dept_33",1902,2046,1864,2042,2008,2190
"19/04/2020","Dept_33",1934,2079,1905,2083,2031,2217
"20/04/2020","Dept_33",1964,2112,1946,2127,2077,2265
"21/04/2020","Dept_33",1988,2137,1974,2159,2114,2309
"22/04/2020","Dept_33",2017,2169,2007,2194,2144,2342
"23/04/2020","Dept_33",2060,2215,2035,2226,2174,2376
"24/04/2020","Dept_33",2095,2253,2075,2266,2209,2413
"25/04/2020","Dept_33",2129,2291,2111,2303,2242,2452
"26/04/2020","Dept_33",2175,2337,2144,2338,2275,2489
"27/04/2020","Dept_33",2205,2368,2180,2377,2304,2520
"01/03/2020","Dept_34",34,35,37,40,44,48
"02/03/2020","Dept_34",66,69,71,76,82,89
"03/03/2020","Dept_34",106,110,109,117,116,126
"04/03/2020","Dept_34",138,142,142,151,154,165
"05/03/2020","Dept_34",176,181,167,178,202,215
"06/03/2020","Dept_34",213,219,205,218,243,257
"07/03/2020","Dept_34",242,251,231,247,280,295
"08/03/2020","Dept_34",264,275,259,278,314,329
"09/03/2020","Dept_34",301,313,294,315,346,362
"10/03/2020","Dept_34",331,344,316,337,376,394
"11/03/2020","Dept_34",364,377,338,360,408,428
"12/03/2020","Dept_34",401,417,367,390,447,471
"13/03/2020","Dept_34",438,457,401,424,469,494
"14/03/2020","Dept_34",469,490,438,466,494,523
"15/03/2020","Dept_34",489,516,476,504,528,558
"16/03/2020","Dept_34",528,559,514,544,559,592
"17/03/2020","Dept_34",561,594,544,576,587,623
"18/03/2020","Dept_34",599,634,577,610,615,656
"19/03/2020","Dept_34",634,669,602,636,643,688
"20/03/2020","Dept_34",664,704,639,677,664,711
"21/03/2020","Dept_34",698,740,666,707,694,742
"22/03/2020","Dept_34",734,779,702,744,722,774
"23/03/2020","Dept_34",769,820,732,778,752,806
"24/03/2020","Dept_34",807,860,766,813,787,843
"25/03/2020","Dept_34",851,906,793,842,809,869
"26/03/2020","Dept_34",888,944,821,873,836,896
"27/03/2020","Dept_34",935,992,858,912,876,937
"28/03/2020","Dept_34",968,1029,893,949,905,966
"29/03/2020","Dept_34",1008,1071,921,979,929,991
"30/03/2020","Dept_34",1051,1117,939,998,961,1023
"31/03/2020","Dept_34",1087,1154,965,1026,984,1048
"01/04/2020","Dept_34",1135,1204,991,1054,1023,1090
"02/04/2020","Dept_34",1171,1241,1021,1085,1041,1108
"03/04/2020","Dept_34",1205,1279,1054,1122,1085,1156
"04/04/2020","Dept_34",1233,1308,1086,1156,1115,1186
"05/04/2020","Dept_34",1258,1338,1110,1180,1142,1216
"06/04/2020","Dept_34",1299,1379,1142,1214,1158,1233
"07/04/2020","Dept_34",1324,1405,1171,1245,1181,1256
"08/04/2020","Dept_34",1355,1439,1197,1272,1214,1291
"09/04/2020","Dept_34",1388,1475,1225,1301,1240,1317
"10/04/2020","Dept_34",1434,1521,1246,1325,1268,1346
"11/04/2020","Dept_34",1469,1557,1276,1358,1288,1369
"12/04/2020","Dept_34",1500,1588,1310,1392,1312,1396
"13/04/2020","Dept_34",1533,1622,1343,1427,1344,1430
"14/04/2020","Dept_34",1567,1656,1365,1450,1372,1460
"15/04/2020","Dept_34",1592,1681,1395,1481,1399,1489
"16/04/2020","Dept_34",1615,1709,1434,1524,1427,1517
"17/04/2020","Dept_34",1634,1729,1455,1546,1458,1551
"18/04/2020","Dept_34",1664,1761,1491,1582,1483,1576
"19/04/2020","Dept_34",1694,1791,1530,1623,1516,1610
"20/04/2020","Dept_34",1719,1817,1554,1648,1546,1643
"21/04/2020","Dept_34",1743,1842,1582,1677,1578,1676
"22/04/2020","Dept_34",1777,1878,1613,1711,1610,1709
"23/04/2020","Dept_34",1802,1905,1638,1738,1631,1731
"24/04/2020","Dept_34",1821,1925,1668,1768,1657,1760
"25/04/2020","Dept_34",1841,1947,1699,1800,1694,1800
"26/04/2020","Dept_34",1866,1973,1727,1830,1721,1828
"27/04/2020","Dept_34",1888,1995,1745,1849,1746,1853
"01/03/2020","Dept_35",29,30,21,22,34,35
"02/03/2020","Dept_35",45,49,49,52,63,64
"03/03/2020","Dept_35",74,79,84,88,93,95
"04/03/2020","Dept_35",98,105,119,124,122,127
"05/03/2020","Dept_35",126,134,146,153,151,158
"06/03/2020","Dept_35",154,165,181,188,175,182
"07/03/2020","Dept_35",170,183,204,214,205,213
"08/03/2020","Dept_35",200,214,230,241,237,248
"09/03/2020","Dept_35",229,246,247,262,272,285
"10/03/2020","Dept_35",254,274,261,279,297,313
"11/03/2020","Dept_35",278,299,285,307,332,349
"12/03/2020","Dept_35",306,328,305,327,363,381
"13/03/2020","Dept_35",330,353,334,360,386,406
"14/03/2020","Dept_35",344,371,358,385,408,431
"15/03/2020","Dept_35",375,403,375,404,439,465
"16/03/2020","Dept_35",405,433,396,426,472,500
"17/03/2020","Dept_35",429,458,419,451,498,526
"18/03/2020","Dept_35",449,478,446,481,522,550
"19/03/2020","Dept_35",469,500,463,499,550,579
"20/03/2020","Dept_35",494,526,485,522,585,617
"21/03/2020","Dept_35",515,547,504,541,618,650
"22/03/2020","Dept_35",531,564,525,563,642,676
"23/03/2020","Dept_35",563,600,554,592,663,698
"24/03/2020","Dept_35",585,623,576,615,690,727
"25/03/2020","Dept_35",609,648,593,634,722,761
"26/03/2020","Dept_35",633,672,614,655,747,787
"27/03/2020","Dept_35",663,705,629,672,778,819
"28/03/2020","Dept_35",684,728,656,700,812,853
"29/03/2020","Dept_35",714,761,679,725,836,878
"30/03/2020","Dept_35",749,797,703,751,871,915
"31/03/2020","Dept_35",776,824,729,779,896,941
"01/04/2020","Dept_35",799,848,758,808,925,971
"02/04/2020","Dept_35",821,870,779,830,957,1006
"03/04/2020","Dept_35",852,901,798,850,981,1032
"04/04/2020","Dept_35",881,931,825,877,1004,1058
"05/04/2020","Dept_35",908,958,844,899,1026,1081
"06/04/2020","Dept_35",938,990,867,925,1055,1114
"07/04/2020","Dept_35",961,1014,895,953,1095,1155
"08/04/2020","Dept_35",996,1052,913,972,1113,1174
"09/04/2020","Dept_35",1030,1089,941,1003,1132,1195
"10/04/2020","Dept_35",1055,1119,966,1028,1161,1225
"11/04/2020","Dept_35",1082,1149,987,1050,1177,1243
"12/04/2020","Dept_35",1104,1171,1005,1069,1211,1279
"13/04/2020","Dept_35",1130,1198,1024,1088,1246,1316
"14/04/2020","Dept_35",1159,1230,1051,1116,1273,1343
"15/04/2020","Dept_35",1186,1258,1077,1144,1295,1366
"16/04/2020","Dept_35",1211,1285,1114,1181,1317,1389
"17/04/2020","Dept_35",1235,1310,1138,1205,1336,1408
"18/04/2020","Dept_35",1265,1341,1162,1229,1362,1437
"19/04/2020","Dept_35",1285,1361,1190,1259,1387,1464
"20/04/2020","Dept_35",1310,1386,1220,1291,1411,1488
"21/04/2020","Dept_35",1335,1412,1236,1307,1433,1513
"22/04/2020","Dept_35",1357,1434,1262,1334,1455,1536
"23/04/2020","Dept_35",1383,1460,1285,1357,1480,1563
"24/04/2020","Dept_35",1398,1475,1314,1388,1503,1590
"25/04/2020","Dept_35",1419,1496,1340,1415,1526,1614
"26/04/2020","Dept_35",1441,1518,1362,1438,1551,1639
"27/04/2020","Dept_35",1455,1535,1384,1461,1577,1667
"01/03/2020","Dept_36",9,11,11,13,6,8
"02/03/2020","Dept_36",15,17,23,26,19,22
"03/03/2020","Dept_36",23,27,29,34,28,33
"04/03/2020","Dept_36",28,32,36,45,40,46
"05/03/2020","Dept_36",38,44,45,55,54,60
"06/03/2020","Dept_36",46,54,50,61,65,72
"07/03/2020","Dept_36",52,60,56,69,72,80
"08/03/2020","Dept_36",56,66,66,80,79,88
"09/03/2020","Dept_36",60,70,77,92,85,97
"10/03/2020","Dept_36",64,78,84,99,94,106
"11/03/2020","Dept_36",71,88,92,107,101,115
"12/03/2020","Dept_36",76,95,97,113,112,126
"13/03/2020","Dept_36",81,101,102,119,119,134
"14/03/2020","Dept_36",87,108,109,127,127,143
"15/03/2020","Dept_36",93,114,119,139,133,151
"16/03/2020","Dept_36",103,124,125,146,140,158
"17/03/2020","Dept_36",109,130,134,155,144,163
"18/03/2020","Dept_36",114,135,138,162,152,172
